person_id,reference_year,age_at_reference_year,true_attainment_level,true_attainment_label
P043365,2024,38,3,vocational_or_postsecondary
P043366,2022,46,2,school_qualification
P043366,2024,48,2,school_qualification
P043367,2022,30,5,master_or_equivalent
P043367,2024,32,5,master_or_equivalent
P043368,2022,41,2,school_qualification
P043368,2024,43,2,school_qualification
P043369,2022,43,3,vocational_or_postsecondary
P043369,2024,45,3,vocational_or_postsecondary
P043370,2022,18,2,school_qualification
P043370,2024,20,2,school_qualification
P043371,2022,27,3,vocational_or_postsecondary
P043371,2024,29,3,vocational_or_postsecondary
P043372,2022,23,2,school_qualification
P043372,2024,25,3,vocational_or_postsecondary
P043373,2022,27,1,low_or_none
P043373,2024,29,1,low_or_none
P043375,2022,27,4,bachelor_or_equivalent
P043375,2024,29,4,bachelor_or_equivalent
P043376,2022,49,3,vocational_or_postsecondary
P043376,2024,51,4,bachelor_or_equivalent
P043377,2022,23,3,vocational_or_postsecondary
P043377,2024,25,4,bachelor_or_equivalent
P043379,2022,34,3,vocational_or_postsecondary
P043379,2024,36,3,vocational_or_postsecondary
P043380,2022,65,3,vocational_or_postsecondary
P043380,2024,67,3,vocational_or_postsecondary
P043382,2022,44,3,vocational_or_postsecondary
P043382,2024,46,3,vocational_or_postsecondary
P043383,2022,35,4,bachelor_or_equivalent
P043383,2024,37,4,bachelor_or_equivalent
P043384,2022,51,3,vocational_or_postsecondary
P043384,2024,53,3,vocational_or_postsecondary
P043386,2022,24,3,vocational_or_postsecondary
P043386,2024,26,3,vocational_or_postsecondary
P043387,2022,37,3,vocational_or_postsecondary
P043387,2024,39,3,vocational_or_postsecondary
P043388,2022,28,3,vocational_or_postsecondary
P043388,2024,30,3,vocational_or_postsecondary
P043389,2022,33,2,school_qualification
P043389,2024,35,2,school_qualification
P043390,2022,28,3,vocational_or_postsecondary
P043390,2024,30,3,vocational_or_postsecondary
P043391,2022,68,2,school_qualification
P043391,2024,70,2,school_qualification
P043392,2022,36,3,vocational_or_postsecondary
P043392,2024,38,3,vocational_or_postsecondary
P043393,2022,46,3,vocational_or_postsecondary
P043393,2024,48,3,vocational_or_postsecondary
P043394,2022,75,3,vocational_or_postsecondary
P043394,2024,77,3,vocational_or_postsecondary
P043395,2022,62,3,vocational_or_postsecondary
P043395,2024,64,3,vocational_or_postsecondary
P043396,2022,66,6,doctorate
P043396,2024,68,6,doctorate
P043397,2022,66,1,low_or_none
P043397,2024,68,1,low_or_none
P043398,2022,17,2,school_qualification
P043398,2024,19,3,vocational_or_postsecondary
P043399,2024,16,2,school_qualification
P043400,2022,76,3,vocational_or_postsecondary
P043400,2024,78,3,vocational_or_postsecondary
P043401,2022,19,3,vocational_or_postsecondary
P043401,2024,21,4,bachelor_or_equivalent
P043402,2022,20,3,vocational_or_postsecondary
P043402,2024,22,3,vocational_or_postsecondary
P043403,2022,40,3,vocational_or_postsecondary
P043403,2024,42,3,vocational_or_postsecondary
P043404,2022,34,4,bachelor_or_equivalent
P043404,2024,36,4,bachelor_or_equivalent
P043405,2022,54,5,master_or_equivalent
P043405,2024,56,5,master_or_equivalent
P043407,2022,23,2,school_qualification
P043407,2024,25,2,school_qualification
P043408,2022,23,3,vocational_or_postsecondary
P043408,2024,25,3,vocational_or_postsecondary
P043409,2022,28,6,doctorate
P043409,2024,30,6,doctorate
P043410,2022,36,4,bachelor_or_equivalent
P043410,2024,38,4,bachelor_or_equivalent
P043411,2022,48,4,bachelor_or_equivalent
P043411,2024,50,4,bachelor_or_equivalent
P043412,2022,31,2,school_qualification
P043412,2024,33,3,vocational_or_postsecondary
P043413,2022,24,2,school_qualification
P043413,2024,26,2,school_qualification
P043414,2022,35,4,bachelor_or_equivalent
P043414,2024,37,4,bachelor_or_equivalent
P043415,2022,74,1,low_or_none
P043415,2024,76,1,low_or_none
P043417,2022,48,3,vocational_or_postsecondary
P043417,2024,50,3,vocational_or_postsecondary
P043418,2022,67,1,low_or_none
P043418,2024,69,1,low_or_none
P043419,2022,86,3,vocational_or_postsecondary
P043419,2024,88,3,vocational_or_postsecondary
P043420,2022,34,5,master_or_equivalent
P043420,2024,36,5,master_or_equivalent
P043421,2022,61,5,master_or_equivalent
P043421,2024,63,5,master_or_equivalent
P043422,2022,42,3,vocational_or_postsecondary
P043422,2024,44,3,vocational_or_postsecondary
P043424,2022,36,5,master_or_equivalent
P043424,2024,38,5,master_or_equivalent
P043425,2022,63,4,bachelor_or_equivalent
P043425,2024,65,4,bachelor_or_equivalent
P043426,2022,44,3,vocational_or_postsecondary
P043426,2024,46,3,vocational_or_postsecondary
P043427,2022,51,3,vocational_or_postsecondary
P043427,2024,53,3,vocational_or_postsecondary
P043428,2022,37,4,bachelor_or_equivalent
P043428,2024,39,4,bachelor_or_equivalent
P043429,2022,34,3,vocational_or_postsecondary
P043429,2024,36,3,vocational_or_postsecondary
P043430,2022,27,4,bachelor_or_equivalent
P043430,2024,29,5,master_or_equivalent
P043431,2022,39,4,bachelor_or_equivalent
P043431,2024,41,4,bachelor_or_equivalent
P043432,2022,33,2,school_qualification
P043432,2024,35,2,school_qualification
P043433,2022,21,3,vocational_or_postsecondary
P043433,2024,23,3,vocational_or_postsecondary
P043434,2022,51,4,bachelor_or_equivalent
P043434,2024,53,4,bachelor_or_equivalent
P043435,2022,29,4,bachelor_or_equivalent
P043435,2024,31,5,master_or_equivalent
P043437,2022,37,3,vocational_or_postsecondary
P043437,2024,39,3,vocational_or_postsecondary
P043439,2022,41,2,school_qualification
P043439,2024,43,2,school_qualification
P043440,2022,50,2,school_qualification
P043440,2024,52,2,school_qualification
P043441,2022,19,2,school_qualification
P043441,2024,21,3,vocational_or_postsecondary
P043442,2022,56,2,school_qualification
P043442,2024,58,2,school_qualification
P043443,2022,16,2,school_qualification
P043443,2024,18,3,vocational_or_postsecondary
P043445,2022,42,5,master_or_equivalent
P043445,2024,44,5,master_or_equivalent
P043446,2022,58,2,school_qualification
P043446,2024,60,2,school_qualification
P043447,2022,75,3,vocational_or_postsecondary
P043447,2024,77,3,vocational_or_postsecondary
P043448,2022,57,2,school_qualification
P043448,2024,59,2,school_qualification
P043449,2022,37,3,vocational_or_postsecondary
P043449,2024,39,3,vocational_or_postsecondary
P043451,2022,29,3,vocational_or_postsecondary
P043451,2024,31,3,vocational_or_postsecondary
P043452,2022,62,3,vocational_or_postsecondary
P043452,2024,64,3,vocational_or_postsecondary
P043454,2022,28,5,master_or_equivalent
P043454,2024,30,5,master_or_equivalent
P043455,2022,17,2,school_qualification
P043455,2024,19,3,vocational_or_postsecondary
P043457,2022,23,3,vocational_or_postsecondary
P043457,2024,25,4,bachelor_or_equivalent
P043459,2022,15,1,low_or_none
P043459,2024,17,2,school_qualification
P043460,2022,67,3,vocational_or_postsecondary
P043460,2024,69,3,vocational_or_postsecondary
P043461,2022,65,3,vocational_or_postsecondary
P043461,2024,67,3,vocational_or_postsecondary
P043462,2022,31,3,vocational_or_postsecondary
P043462,2024,33,3,vocational_or_postsecondary
P043463,2022,45,6,doctorate
P043463,2024,47,6,doctorate
P043464,2022,35,3,vocational_or_postsecondary
P043464,2024,37,3,vocational_or_postsecondary
P043465,2022,35,3,vocational_or_postsecondary
P043465,2024,37,3,vocational_or_postsecondary
P043466,2022,22,2,school_qualification
P043466,2024,24,2,school_qualification
P043467,2022,39,1,low_or_none
P043467,2024,41,2,school_qualification
P043468,2022,24,3,vocational_or_postsecondary
P043468,2024,26,4,bachelor_or_equivalent
P043471,2022,27,5,master_or_equivalent
P043471,2024,29,5,master_or_equivalent
P043472,2022,78,3,vocational_or_postsecondary
P043472,2024,80,3,vocational_or_postsecondary
P043473,2022,65,5,master_or_equivalent
P043473,2024,67,5,master_or_equivalent
P043474,2022,66,3,vocational_or_postsecondary
P043474,2024,68,3,vocational_or_postsecondary
P043475,2022,32,6,doctorate
P043475,2024,34,6,doctorate
P043476,2022,64,5,master_or_equivalent
P043476,2024,66,5,master_or_equivalent
P043477,2022,33,2,school_qualification
P043477,2024,35,2,school_qualification
P043478,2022,28,1,low_or_none
P043478,2024,30,1,low_or_none
P043479,2022,24,4,bachelor_or_equivalent
P043479,2024,26,4,bachelor_or_equivalent
P043481,2022,50,3,vocational_or_postsecondary
P043481,2024,52,3,vocational_or_postsecondary
P043482,2022,29,4,bachelor_or_equivalent
P043482,2024,31,5,master_or_equivalent
P043484,2022,51,1,low_or_none
P043484,2024,53,1,low_or_none
P043485,2022,26,1,low_or_none
P043485,2024,28,1,low_or_none
P043486,2022,20,4,bachelor_or_equivalent
P043486,2024,22,4,bachelor_or_equivalent
P043488,2022,27,3,vocational_or_postsecondary
P043488,2024,29,3,vocational_or_postsecondary
P043489,2022,70,2,school_qualification
P043489,2024,72,2,school_qualification
P043490,2022,22,1,low_or_none
P043490,2024,24,1,low_or_none
P043491,2022,21,3,vocational_or_postsecondary
P043491,2024,23,3,vocational_or_postsecondary
P043492,2022,17,1,low_or_none
P043492,2024,19,2,school_qualification
P043493,2022,55,1,low_or_none
P043493,2024,57,1,low_or_none
P043494,2022,17,2,school_qualification
P043494,2024,19,3,vocational_or_postsecondary
P043495,2022,33,3,vocational_or_postsecondary
P043495,2024,35,3,vocational_or_postsecondary
P043496,2022,19,1,low_or_none
P043496,2024,21,2,school_qualification
P043498,2022,44,1,low_or_none
P043498,2024,46,1,low_or_none
P043499,2022,17,1,low_or_none
P043499,2024,19,2,school_qualification
P043500,2022,41,2,school_qualification
P043500,2024,43,2,school_qualification
P043501,2022,23,5,master_or_equivalent
P043501,2024,25,6,doctorate
P043502,2022,40,3,vocational_or_postsecondary
P043502,2024,42,3,vocational_or_postsecondary
P043503,2022,67,2,school_qualification
P043503,2024,69,2,school_qualification
P043504,2022,58,1,low_or_none
P043504,2024,60,2,school_qualification
P043506,2022,56,5,master_or_equivalent
P043506,2024,58,5,master_or_equivalent
P043507,2022,32,3,vocational_or_postsecondary
P043507,2024,34,3,vocational_or_postsecondary
P043508,2022,53,3,vocational_or_postsecondary
P043508,2024,55,3,vocational_or_postsecondary
P043509,2022,45,3,vocational_or_postsecondary
P043509,2024,47,3,vocational_or_postsecondary
P043510,2022,23,4,bachelor_or_equivalent
P043510,2024,25,4,bachelor_or_equivalent
P043511,2022,50,3,vocational_or_postsecondary
P043511,2024,52,3,vocational_or_postsecondary
P043512,2022,30,3,vocational_or_postsecondary
P043512,2024,32,3,vocational_or_postsecondary
P043513,2022,26,3,vocational_or_postsecondary
P043513,2024,28,3,vocational_or_postsecondary
P043514,2022,63,2,school_qualification
P043514,2024,65,2,school_qualification
P043515,2022,24,2,school_qualification
P043515,2024,26,2,school_qualification
P043516,2022,36,2,school_qualification
P043516,2024,38,2,school_qualification
P043517,2022,54,3,vocational_or_postsecondary
P043517,2024,56,3,vocational_or_postsecondary
P043520,2022,70,6,doctorate
P043520,2024,72,6,doctorate
P043521,2022,64,3,vocational_or_postsecondary
P043521,2024,66,3,vocational_or_postsecondary
P043522,2022,47,2,school_qualification
P043522,2024,49,2,school_qualification
P043523,2022,60,3,vocational_or_postsecondary
P043523,2024,62,3,vocational_or_postsecondary
P043524,2022,30,2,school_qualification
P043524,2024,32,2,school_qualification
P043525,2022,47,2,school_qualification
P043525,2024,49,2,school_qualification
P043526,2022,45,5,master_or_equivalent
P043526,2024,47,5,master_or_equivalent
P043527,2022,40,2,school_qualification
P043527,2024,42,2,school_qualification
P043528,2022,58,3,vocational_or_postsecondary
P043528,2024,60,3,vocational_or_postsecondary
P043529,2022,18,3,vocational_or_postsecondary
P043529,2024,20,3,vocational_or_postsecondary
P043531,2022,17,1,low_or_none
P043531,2024,19,1,low_or_none
P043532,2022,24,2,school_qualification
P043532,2024,26,2,school_qualification
P043533,2022,27,2,school_qualification
P043533,2024,29,2,school_qualification
P043534,2022,62,5,master_or_equivalent
P043534,2024,64,5,master_or_equivalent
P043535,2022,31,2,school_qualification
P043535,2024,33,2,school_qualification
P043536,2022,39,5,master_or_equivalent
P043536,2024,41,5,master_or_equivalent
P043537,2022,55,3,vocational_or_postsecondary
P043537,2024,57,3,vocational_or_postsecondary
P043538,2022,35,3,vocational_or_postsecondary
P043538,2024,37,4,bachelor_or_equivalent
P043539,2022,33,3,vocational_or_postsecondary
P043539,2024,35,3,vocational_or_postsecondary
P043540,2022,19,3,vocational_or_postsecondary
P043540,2024,21,3,vocational_or_postsecondary
P043541,2022,53,4,bachelor_or_equivalent
P043541,2024,55,4,bachelor_or_equivalent
P043543,2022,22,2,school_qualification
P043543,2024,24,3,vocational_or_postsecondary
P043544,2022,23,2,school_qualification
P043544,2024,25,2,school_qualification
P043546,2022,65,2,school_qualification
P043546,2024,67,2,school_qualification
P043547,2022,23,3,vocational_or_postsecondary
P043547,2024,25,4,bachelor_or_equivalent
P043549,2022,70,5,master_or_equivalent
P043549,2024,72,5,master_or_equivalent
P043550,2022,55,3,vocational_or_postsecondary
P043550,2024,57,3,vocational_or_postsecondary
P043551,2022,27,3,vocational_or_postsecondary
P043551,2024,29,3,vocational_or_postsecondary
P043554,2022,49,1,low_or_none
P043554,2024,51,1,low_or_none
P043555,2022,37,2,school_qualification
P043555,2024,39,2,school_qualification
P043557,2022,36,2,school_qualification
P043557,2024,38,2,school_qualification
P043558,2022,50,3,vocational_or_postsecondary
P043558,2024,52,3,vocational_or_postsecondary
P043559,2022,36,4,bachelor_or_equivalent
P043559,2024,38,4,bachelor_or_equivalent
P043560,2022,23,2,school_qualification
P043560,2024,25,2,school_qualification
P043561,2022,62,2,school_qualification
P043561,2024,64,2,school_qualification
P043562,2022,55,6,doctorate
P043562,2024,57,6,doctorate
P043564,2022,18,3,vocational_or_postsecondary
P043564,2024,20,4,bachelor_or_equivalent
P043565,2022,35,1,low_or_none
P043565,2024,37,1,low_or_none
P043566,2022,17,1,low_or_none
P043566,2024,19,2,school_qualification
P043567,2022,16,2,school_qualification
P043567,2024,18,3,vocational_or_postsecondary
P043568,2022,54,3,vocational_or_postsecondary
P043568,2024,56,3,vocational_or_postsecondary
P043569,2022,29,4,bachelor_or_equivalent
P043569,2024,31,4,bachelor_or_equivalent
P043570,2022,40,4,bachelor_or_equivalent
P043570,2024,42,4,bachelor_or_equivalent
P043572,2022,45,3,vocational_or_postsecondary
P043572,2024,47,3,vocational_or_postsecondary
P043573,2022,30,4,bachelor_or_equivalent
P043573,2024,32,4,bachelor_or_equivalent
P043574,2022,64,2,school_qualification
P043574,2024,66,2,school_qualification
P043575,2022,23,3,vocational_or_postsecondary
P043575,2024,25,3,vocational_or_postsecondary
P043578,2022,33,1,low_or_none
P043578,2024,35,1,low_or_none
P043579,2022,25,3,vocational_or_postsecondary
P043579,2024,27,3,vocational_or_postsecondary
P043581,2022,53,2,school_qualification
P043581,2024,55,2,school_qualification
P043582,2022,51,3,vocational_or_postsecondary
P043582,2024,53,3,vocational_or_postsecondary
P043583,2022,50,2,school_qualification
P043583,2024,52,2,school_qualification
P043584,2022,48,3,vocational_or_postsecondary
P043584,2024,50,3,vocational_or_postsecondary
P043585,2022,86,3,vocational_or_postsecondary
P043585,2024,88,3,vocational_or_postsecondary
P043588,2022,81,4,bachelor_or_equivalent
P043588,2024,83,4,bachelor_or_equivalent
P043589,2022,71,3,vocational_or_postsecondary
P043589,2024,73,3,vocational_or_postsecondary
P043590,2022,36,4,bachelor_or_equivalent
P043590,2024,38,4,bachelor_or_equivalent
P043591,2022,56,3,vocational_or_postsecondary
P043591,2024,58,3,vocational_or_postsecondary
P043592,2022,66,1,low_or_none
P043592,2024,68,1,low_or_none
P043593,2022,27,3,vocational_or_postsecondary
P043593,2024,29,4,bachelor_or_equivalent
P043594,2022,68,6,doctorate
P043594,2024,70,6,doctorate
P043595,2022,58,3,vocational_or_postsecondary
P043595,2024,60,4,bachelor_or_equivalent
P043596,2022,24,1,low_or_none
P043596,2024,26,2,school_qualification
P043597,2022,53,3,vocational_or_postsecondary
P043597,2024,55,3,vocational_or_postsecondary
P043598,2022,29,5,master_or_equivalent
P043598,2024,31,5,master_or_equivalent
P043599,2022,27,3,vocational_or_postsecondary
P043599,2024,29,4,bachelor_or_equivalent
P043600,2022,55,2,school_qualification
P043600,2024,57,2,school_qualification
P043601,2022,23,2,school_qualification
P043601,2024,25,3,vocational_or_postsecondary
P043603,2022,39,4,bachelor_or_equivalent
P043603,2024,41,4,bachelor_or_equivalent
P043604,2022,48,3,vocational_or_postsecondary
P043604,2024,50,3,vocational_or_postsecondary
P043605,2022,23,4,bachelor_or_equivalent
P043605,2024,25,5,master_or_equivalent
P043607,2022,57,5,master_or_equivalent
P043607,2024,59,5,master_or_equivalent
P043608,2022,81,3,vocational_or_postsecondary
P043608,2024,83,3,vocational_or_postsecondary
P043609,2022,41,3,vocational_or_postsecondary
P043609,2024,43,3,vocational_or_postsecondary
P043610,2022,43,3,vocational_or_postsecondary
P043610,2024,45,3,vocational_or_postsecondary
P043611,2022,54,4,bachelor_or_equivalent
P043611,2024,56,4,bachelor_or_equivalent
P043612,2022,19,2,school_qualification
P043612,2024,21,2,school_qualification
P043613,2022,45,4,bachelor_or_equivalent
P043613,2024,47,4,bachelor_or_equivalent
P043615,2022,55,3,vocational_or_postsecondary
P043615,2024,57,3,vocational_or_postsecondary
